13400	rzc	czc	5053	253	851	
18515	cat	wgt	13531	1352	1304	
1332	cwb	pzf	642	1243	88	
23098	pcl	mcu	14402	248	790	
58192	inm	fxv	16687	1246	522	
38851	ruh	cyg	13291	1054	875	
48583	qly	nhi	5414	998	357	
36696	lii	qyg	11055	634	794	
12268	xim	tsv	16912	1400	1265	
42382	rrw	nhf	10679	390	674	
17940	fjk	bbs	6296	182	749	
37155	etc	oes	775	223	1402	
22065	neq	jey	11910	1167	1237	
8421	srt	xrj	17285	162	235	
38396	kku	bhx	11858	112	435	
10896	xjd	kem	12839	144	390	
43918	eyj	zuy	8521	790	674	
6291	igj	dkv	13370	719	1253	
50923	wqx	hfu	2141	1153	1182	
30320	cib	xmw	13007	398	1086	
25851	ccv	jap	5733	1255	360	
16958	jcp	nwr	8865	37	290	
40150	jgm	jut	2965	1377	406	
59853	san	sxu	18435	886	1013	
13179	toq	eib	16023	1061	536	
17061	qod	uyp	16710	1075	1383	
58461	fnq	tlk	17128	657	325	
31563	evu	abl	11014	573	1200	
34586	yhi	css	12270	576	645	
59552	jhf	hhd	10324	838	424	
13033	dfz	vtu	8437	1180	504	
18695	faq	eee	7007	1172	741	
14543	srb	fuh	4009	368	580	
16163	wbs	dsg	11581	291	751	
2798	tnt	lyo	14158	345	1341	
666	mwp	alc	10838	741	158	
29659	swx	boc	11388	345	558	
43738	jfw	hhu	14512	1352	1012	
53162	xex	wne	14968	743	740	
57462	lkw	tkq	4726	52	821	
19272	mcz	med	3372	101	154	
10701	yrm	iqn	5762	207	707	
14148	qbr	thk	14631	1295	864	
41416	jlu	aqi	15754	670	599	
57098	lci	bhn	15088	525	774	
21565	wcn	onf	10471	618	986	
15022	pmp	qcc	17989	517	1157	
32500	qih	oxb	5313	157	99	
19168	rsm	eyg	2128	368	461	
22117	wyb	kcr	2167	359	394	
20610	qrr	flq	4329	839	970	
58908	rot	svb	7852	385	297	
48980	byq	ord	7976	25	1199	
32890	zor	fkb	5836	332	307	
57768	wlo	wiu	19489	539	1317	
50809	mnp	ktz	1564	151	941	
26422	esl	bro	16835	348	14	
8075	wbk	ksr	13120	1084	298	
3022	zxr	nbj	2379	276	563	
56287	ucw	gnm	4358	1382	899	
16133	dzk	dox	3073	441	973	
37921	yxz	nkf	4017	1296	852	
16109	jst	aek	12373	1038	1199	
23196	qep	sqx	16352	620	1043	
41574	pmr	sim	4435	1048	881	
5663	jgn	onm	9534	415	1226	
57259	qcg	dcs	5282	1133	823	
21881	kyo	bfl	18627	965	724	
3370	pxz	kmx	17532	1195	513	
29954	loe	igb	3336	86	1108	
46387	zcg	fof	12006	1410	77	
42040	rvr	yye	17961	836	1426	
48811	tsk	iva	16559	46	551	
482	gcx	ttc	18580	832	304	
20830	aph	vjm	2406	1029	305	
56563	imy	cjs	10126	24	201	
7503	lui	hux	7381	457	142	
30030	oam	xey	14309	638	1354	
43981	rgb	uoc	6299	443	73	
45091	cwk	wez	1009	232	905	
58019	zbu	doi	18182	685	675	
29684	bzu	npj	10532	1199	1155	
41067	bla	dru	7693	1105	987	
3446	pcd	rnl	10705	726	1170	
10816	rsp	ewu	556	338	1398	
43702	hoh	eui	4057	1225	716	
11791	xod	kvf	12218	767	430	
6615	txj	yru	1394	1343	343	
23530	boe	zyk	7077	543	1080	
3605	gny	heg	8433	125	1417	
52504	rdx	ryg	16494	550	1358	
2122	mfm	wwz	343	1145	765	
26923	pzh	upd	5503	1090	924	
10378	iod	qii	14936	439	1008	
45039	put	xhu	19177	497	1415	
15340	uyw	gti	2951	851	378	
19196	xhy	god	3196	851	888	
1287	dsd	fps	12030	155	329	
15272	bdp	xwl	3422	1175	39	
27991	vky	nmx	12682	984	1016	
57020	xxc	nhh	18189	500	483	
51163	hse	wzi	6291	1065	1229	
10177	kzk	jpb	19984	86	958	
6107	hpb	gah	16874	395	177	
37910	oaa	nhl	4472	851	1270	
40810	hfl	uwh	2380	57	905	
9601	ycd	ern	13717	57	959	
16934	dyd	gpc	12404	684	82	
17055	dxd	sna	3124	1350	1357	
20184	wyc	bub	8510	1279	762	
45113	nqc	dyt	11477	627	1054	
13692	leg	tmp	18966	178	826	
2165	uhv	ftj	5545	301	1412	
7231	whp	wud	2431	40	112	
36166	ndw	svh	3946	450	817	
30527	esn	lvn	17536	1358	1017	
17537	brh	mkq	12915	564	956	
45139	vnq	dil	14314	826	1005	
9420	oer	nfx	5726	748	560	
23048	lnr	kpg	3941	1422	755	
5173	ypc	rje	12061	1390	1205	
58853	jie	kmu	15993	1207	1092	
24732	sfc	cep	8113	1317	1207	
52939	mvi	bgv	3385	854	637	
43725	wmx	qlh	12839	506	1107	
27772	ama	dnb	5706	346	924	
17071	nvh	xyp	1042	1222	993	
29783	vqp	ayt	19890	40	412	
43282	elx	jun	16290	385	1403	
3741	wyy	efk	15197	984	300	
59144	sbt	uyy	16163	54	972	
27219	tqr	nmf	2889	1213	970	
8946	gtw	umg	6097	629	1109	
18884	jgi	nzr	16178	288	350	
13269	ysv	qkl	17239	1253	1273	
36129	juw	uru	15160	9	306	
19273	fpv	phj	15719	1363	1225	
59976	xxl	lbm	13388	187	174	
35502	qhr	prf	9781	1067	1418	
38910	ctf	mgp	3802	603	1393	
55867	ifa	nkz	493	1122	131	
42298	mfd	zug	17202	461	458	
42451	bmr	mgk	6612	429	772	
27104	dxx	vdh	2192	442	501	
17590	vsw	vaq	9595	1426	593	
31622	rdv	lmv	4298	337	1201	
3410	dot	lgf	13502	440	140	
1558	gxy	jqg	1080	745	479	
7604	dbp	ppq	10523	93	1281	
2449	hif	xme	5310	576	950	
21535	vbc	ecp	19087	1411	1420	
42988	yee	juy	12661	899	674	
30647	nur	mlv	5835	1000	453	
44664	btk	hxj	11929	1098	604	
25434	phr	zdj	15156	849	1068	
59523	kow	dyr	3052	1086	803	
38283	fia	ige	12026	578	1329	
57239	zgd	iie	7624	1178	376	
52972	agf	kin	15087	1164	699	
51004	nne	ciq	15683	588	408	
24743	sgm	iya	16871	931	601	
34943	lsw	dxf	4507	1238	1204	
35401	ebe	hda	8047	459	198	
59086	jdq	soc	4417	149	1067	
51884	afw	ibh	16006	718	1077	
12542	xey	icc	16803	1084	1352	
24462	zyh	ops	8410	205	797	
36042	udz	mzd	9714	990	278	
43043	mhy	rrt	6205	559	734	
17946	lfl	qdc	17139	230	1344	
43588	zjv	yiz	5444	282	338	
13886	vrk	oyr	19042	1284	1158	
11778	ejg	yux	7936	1022	1168	
51125	ayc	qac	2401	199	58	
11451	via	cxu	12214	232	1019	
33231	kzt	jba	10943	193	1018	
23016	wbx	hwi	7579	58	488	
26762	gwd	ani	1860	939	1415	
54640	tcz	sbb	7018	276	781	
41533	xcg	cos	5657	806	1154	
26460	zjd	enw	4582	1197	165	
6767	cgx	sbw	341	218	1223	
391	hag	sgj	7084	356	672	
47682	vxs	avy	8579	1214	1155	
36785	nyd	hyn	15088	1198	904	
55537	xsd	anx	9647	213	271	
19281	yjl	mtk	9496	875	1007	
46162	nxt	tos	4912	721	495	
55173	gdp	txt	18262	985	918	
32634	fqe	fdc	16753	951	1125	
48838	qov	kbz	13375	1156	1047	
35100	jgs	myb	13816	30	366	
26332	ftl	muv	15114	121	242	
52909	svo	enw	5176	308	319	
25483	eco	fmb	4868	1174	437	
11271	cnj	hkz	15411	351	90	
59401	ndc	eov	654	1183	69	
27720	nvw	gpc	11463	605	873	
56653	ykq	czj	17464	14	362	
14038	mci	bic	5274	265	1020	
9349	mus	vpa	9432	263	759	
38945	jpb	tkq	5857	954	1373	
2788	yxl	laa	13092	1159	1175	
59300	twp	kue	19947	1416	17	
43734	hix	chk	17870	985	245	
51849	vjr	eue	2859	750	907	
39025	xlg	jyd	19805	1125	1315	
18152	rjn	wal	6915	167	873	
5737	hoe	icd	16648	1317	651	
41163	lih	loo	7885	22	464	
3999	yqy	ktu	12431	1333	146	
53297	skx	iys	3971	229	1092	
15639	qch	ruc	5203	70	552	
26061	ged	vog	2991	41	929	
22821	cyd	mfc	5300	846	909	
57163	rux	hlj	8621	449	181	
40611	pfi	rqi	6794	63	95	
26766	kfa	goe	5373	1145	1055	
46562	frm	unj	16316	1171	543	
51672	fnw	swl	6758	1327	1121	
5978	dmm	yel	4156	1249	2	
59654	rzu	uiu	1060	976	1089	
20575	fqd	bro	14660	974	1107	
44246	hnp	nzd	3475	1087	286	
46511	tuy	hgx	8258	1414	873	
35084	qab	nul	4179	847	688	
59909	bqi	rwg	19446	921	1375	
7060	lqz	sze	3292	342	746	
2638	tqn	gag	13799	771	35	
28132	kvh	xtp	18018	1314	498	
7055	xyo	mtr	15913	1056	1220	
11819	tts	fgz	1130	3	1327	
56181	zrg	nip	5978	1139	220	
43796	ayt	uhg	14134	615	1038	
30687	jid	fft	9938	1082	113	
28412	pob	yub	17255	690	148	
25159	fmo	rdn	15956	624	405	
5263	nme	aat	5217	1371	1044	
23535	hfm	oiu	10244	828	844	
7742	mxe	gfh	19883	546	953	
2407	daf	knq	11348	56	1033	
25628	lqr	adv	15921	942	352	
34523	bdw	ous	9756	1053	917	
50775	cry	yfo	9800	356	1030	
3258	oln	gay	4325	490	781	
51923	azt	iaq	18797	2	601	
14914	ouc	gpv	16866	1204	1158	
30592	mgv	gwn	8746	1210	941	
21991	tnu	zqk	5948	712	496	
47836	lpu	awm	7509	555	812	
39427	xre	qyx	14632	732	244	
23716	anl	uca	7895	89	1002	
8088	mnh	bbb	183	1077	1338	
37012	rmv	ffn	6406	173	661	
27202	wan	okj	11465	145	1036	
30879	tvl	ngf	12495	777	389	
10041	wya	gkk	18495	757	336	
55433	cml	njy	3891	1155	1301	
49666	nab	pur	7947	114	822	
36801	hqu	sxt	108	97	686	
59093	lcq	iri	6950	881	495	
5370	kgi	znm	17932	1140	412	
18058	noo	iye	7390	319	1397	
31113	pls	whk	6563	1165	800	
38269	fml	tkp	7113	946	1228	
16634	rme	eaj	507	1405	577	
35489	qma	ddx	7386	281	1060	
8876	eaz	fxy	19681	74	671	
29699	let	ifh	11343	579	762	
42892	pkv	azf	6849	12	1061	
2644	snu	tsd	4772	1383	154	
19757	mvu	cjd	3374	1222	857	
34808	nht	zsz	16775	433	579	
582	bzr	dmo	9501	0	403	
57101	bis	mqe	12392	397	615	
28453	usr	hmz	14029	354	392	
31283	ejv	aub	8141	1292	813	
59567	fmo	fpa	4677	844	1410	
52283	prb	loa	224	84	756	
8698	kpf	ngk	7769	817	782	
15019	jvt	vop	15813	1093	1302	
12514	uvk	zkq	18090	306	1040	
10670	eds	lll	4651	1318	262	
521	yjr	ops	13065	536	1078	
42521	kql	nfn	15294	271	856	
17963	rur	vuj	5816	522	1192	
11065	tin	rug	12662	688	1115	
28797	jwi	ltg	3885	397	505	
15193	nph	pdr	2672	800	1093	
7718	jlm	dut	12371	667	1341	
31216	mcl	ljq	5239	1344	1099	
42775	dlv	mfe	12078	602	343	
13064	bal	fpe	5918	1102	555	
27973	gxw	nar	12667	670	972	
40425	dqb	vhd	12972	1287	1192	
47494	tqf	zuj	6642	281	1113	
42597	rgg	urb	17428	180	1425	
38409	vvo	gfq	10376	1407	478	
25245	vtg	ggf	9664	342	382	
34062	akz	nsy	14197	55	1205	
17777	gzk	six	9129	557	951	
59077	ilj	uwl	2126	892	451	
49606	xss	zqc	38	674	915	
51875	dod	ytt	5552	915	1225	
11664	fdx	edb	18621	213	314	
51551	map	qqo	17082	294	1079	
26400	rfp	rxh	4635	738	199	
26764	qtv	znw	10132	62	670	
37863	xra	yxy	9980	173	45	
58032	qeh	sye	6706	1373	1376	
5609	pio	ebq	5639	269	341	
33954	ekm	uey	10287	1082	518	
43518	jur	bec	7033	1172	1249	
24289	mpp	sdj	15672	22	494	
32482	wzb	aap	14876	1437	1104	
20720	tjy	drr	167	636	1118	
48541	tmh	vmy	13204	368	989	
21550	rre	opn	13319	1303	1433	
16846	khj	sby	19733	912	358	
56114	yux	gis	14842	1324	77	
433	fxg	cpc	7828	1253	678	
9508	kwa	yij	13492	1207	966	
58671	eso	jev	9304	516	1311	
10455	mfn	txr	8835	801	674	
55078	kyr	stl	17324	1242	1432	
13700	isn	bak	9518	31	1378	
35214	mdj	npv	4084	1080	1118	
40801	gak	itq	18967	967	185	
3435	oka	kqf	186	1370	1290	
49215	svq	uzl	9758	653	324	
45618	mcz	lxl	16835	1424	1215	
6658	jzh	lng	9923	1403	919	
38803	vsh	yde	13091	78	845	
33882	zpr	nob	3559	717	527	
14277	ycq	wvk	297	1103	503	
22366	xqm	nsf	3536	459	1289	
35407	dcl	bcj	5527	964	1389	
15497	sqi	eph	1383	416	973	
33396	zuo	jae	13651	348	183	
2221	vqh	kdj	5119	1176	1224	
13079	teh	ena	7059	1100	175	
41525	wct	bao	11923	919	213	
39148	rgt	uej	7576	1086	584	
21432	trz	kyf	11276	1365	1431	
47008	lqm	wzz	7417	1047	1392	
36792	bca	xlf	17822	503	741	
41823	wcx	czj	14266	226	335	
7129	epv	ven	10094	1159	130	
41605	lxm	bfn	19065	313	332	
23421	dog	wxz	15187	980	1160	
20415	viy	zgd	1605	818	395	
39868	aek	syq	13237	1125	576	
27840	tde	gcc	12172	1318	820	
45410	yde	xrg	10422	535	369	
22784	kae	pjm	2511	1373	658	
39042	rgf	voc	7787	87	434	
4495	ebj	ysn	1651	182	949	
40471	nus	nyn	19334	313	381	
44120	yhi	ngm	9814	243	151	
9274	ddg	dej	8723	1304	514	
25649	sfc	ndf	1564	1122	216	
702	rqw	sjv	1565	71	181	
17696	sbj	yzb	11300	103	1382	
10152	mrk	gwk	4716	501	1284	
6599	xqt	akk	15516	774	956	
12907	csn	qvz	77	478	489	
33585	zej	ill	7438	173	709	
47584	nrw	fnb	15471	365	1304	
3222	uuw	jwy	15765	862	765	
21731	ysd	kkm	15525	686	117	
2185	zww	aku	9136	283	1333	
26281	hfw	odr	18732	464	517	
51425	vii	vpz	7377	171	1040	
20574	osp	mce	19786	1305	447	
581	avz	lsw	16626	778	14	
12988	myn	xlj	15984	163	1150	
6513	nsn	lrm	3269	1229	677	
56614	lnw	vbs	1789	1075	982	
52806	wac	hwr	3910	1011	262	
612	icl	mbe	3521	1400	481	
2351	dhs	juw	13295	424	355	
53368	xmk	xhe	7227	1185	564	
56398	yto	rsg	359	564	1258	
15133	yst	glq	13087	695	211	
24934	qtc	xjv	5175	66	174	
37184	dne	xxe	3768	955	349	
54402	kxf	cmx	14715	394	899	
7031	xkz	iik	19973	1082	869	
49283	ywi	fyc	4849	1056	356	
21822	kfj	vis	4642	1323	1214	
45543	anw	vta	9841	119	1362	
18513	nqu	tgs	11622	618	721	
57013	ozc	ybv	19449	173	698	
54853	jea	ket	12516	974	14	
24647	gax	bbe	4195	955	756	
22944	igs	nsq	10480	837	1117	
35087	cgl	abx	17525	981	163	
18712	sgl	fqm	10144	783	272	
54442	pcu	vab	11669	60	606	
32296	qjh	gfa	6572	313	662	
27971	vst	xnm	16374	1060	1226	
17485	wyx	zgm	11283	1105	974	
49023	nle	drn	5587	895	833	
55423	zfn	vac	4699	1415	1366	
19751	ltm	frh	7799	1225	147	
20107	coo	aon	5556	131	1214	
27123	wer	dse	4310	142	103	
45198	iik	pau	14490	674	574	
19633	tsf	apx	5340	214	797	
34029	asr	yiv	5045	1387	129	
27989	nso	eso	9759	1106	531	
58833	prw	lys	19966	1167	60	
25980	iis	dux	12820	1279	2	
5855	qfg	brx	19648	1086	1279	
12890	key	bxy	13786	536	5	
36212	pgo	zlu	15992	452	37	
8355	evk	fdd	18582	1048	1333	
21246	zjv	mkt	8058	675	363	
2612	gnd	mjv	4701	429	51	
57749	htc	zny	17650	11	411	
11298	nmc	kjc	15591	1338	194	
35033	fhw	awe	9379	438	1380	
30619	ren	frz	10982	419	1072	
37703	uvf	puo	9519	415	521	
56857	vtj	nzt	13970	892	113	
51924	uiq	isb	16372	928	626	
58471	lbd	rtm	14463	1356	136	
28906	aaj	ahx	4111	651	1057	
8522	rhj	tah	18542	315	1091	
7489	krp	bmm	16479	609	1317	
45681	vqm	kng	18525	412	1090	
32693	gcc	ypy	4328	271	484	
33688	nax	oob	635	1332	755	
24519	wee	hhy	18	391	473	
55798	bfw	cms	4540	617	412	
4847	tup	inc	10317	1403	634	
28936	pqk	eoj	10341	902	438	
15868	hkc	ptq	5684	950	372	
42421	sew	mkm	16900	683	1394	
13871	qlg	mfr	2027	52	1333	
46401	wwn	gsy	3935	851	1403	
37196	day	nte	16613	768	1253	
31406	xbv	jyo	8039	1310	535	
51328	gvv	chb	486	972	1106	
31597	zad	gah	6888	349	1099	
48498	fpi	dkd	18242	1067	774	
31555	vzb	rem	16031	1340	1049	
42401	hlh	oee	14560	204	695	
23863	utb	nvn	1033	298	873	
18844	blh	zpp	6302	656	347	
45560	wsk	bie	17812	229	257	
55806	bmt	wmg	3857	427	1270	
20588	fla	erz	2356	66	1042	
3817	vmp	adc	3305	120	1296	
33813	pbz	ilj	3828	761	305	
8506	ckb	uzv	9647	1173	1096	
59260	kml	kpx	16231	238	61	
49291	umw	xwd	17132	1151	895	
23072	hit	cqm	15193	762	1347	
35207	thx	ppk	18280	679	1042	
40888	frm	bmj	198	1241	444	
51366	ccz	pze	15467	18	327	
8196	fcz	ros	8679	525	48	
33961	sfa	ppi	19075	975	1154	
38324	qaq	gtm	18084	80	1433	
28401	zvr	aoi	10050	690	629	
45487	dhr	zak	13258	119	614	
16729	boi	hqp	4930	654	594	
12707	ppo	ost	9242	1186	90	
34322	ssw	rkt	12072	1104	1343	
58957	tsn	ddt	9339	866	560	
27453	gfq	yrm	2658	247	868	
13471	ksm	lzg	9517	482	285	
6468	ryg	vkf	14030	976	771	
8976	adt	jgl	18043	86	465	
9138	mhx	nve	8440	15	356	
40576	zyb	dle	1900	1410	251	
43474	nms	vin	5536	681	363	
56873	pkm	vaw	14678	130	1385	
51012	whn	yma	12022	237	329	
40898	nfs	ngd	79	952	361	
4442	rpi	qpv	6402	1025	780	
57581	old	kzy	9217	1202	1294	
19857	kvq	des	12771	1017	500	
15202	zyt	mru	19674	282	754	
42860	zbm	bna	15443	690	162	
45363	pst	aoz	17468	376	20	
21356	tqn	ckl	14758	974	174	
47166	mag	tyu	2551	1219	62	
49322	hsz	mrv	12334	1129	1397	
39186	fby	ojt	5457	902	421	
59157	hip	wkn	1372	1049	525	
6073	hzd	oak	13982	493	589	
46088	ved	avs	13827	35	183	
36005	urw	wsw	19474	79	105	
40643	heu	sra	4668	921	656	
43766	trx	zqz	13808	1302	1212	
38699	dld	wwh	11170	1041	1155	
13800	evm	drk	14206	491	478	
57629	obn	qah	12153	223	1438	
50202	zip	ihd	9079	798	606	
36299	ffb	iwk	1040	147	991	
49594	mua	kct	9948	241	1248	
27834	pby	ohd	14944	1389	586	
21805	jvm	kbp	18695	4	708	
3251	gck	diz	143	669	154	
54299	elh	bna	7486	636	258	
58053	wtd	old	4949	377	1074	
33271	mkg	msu	19040	654	341	
30653	fmw	apl	11098	1078	718	
49004	vqq	frm	11326	745	1235	
15901	zgq	let	18426	232	410	
16293	nyr	eip	16745	1184	1302	
45016	njr	mox	12134	374	927	
56436	pui	tmt	7012	53	282	
28174	ncv	qtf	8264	885	1397	
11906	gyn	ijl	7158	1409	1026	
4100	swn	ais	5730	37	762	
38167	qhc	nkb	7006	1408	1113	
55227	kle	afi	17011	1257	733	
44703	lmy	oto	3139	539	19	
50994	ttn	etq	19831	1120	22	
32926	sxq	hya	18470	462	461	
55158	xty	hok	11978	1218	469	
51790	oar	edm	1558	281	887	
45958	auj	xhg	7017	53	1397	
33619	xvo	mtw	15615	835	1228	
30500	wrt	paa	9940	174	941	
13120	hbl	nfe	12992	1064	1211	
21845	eyf	ucr	17491	451	1123	
11875	xxj	wsz	1912	292	389	
52091	kfv	viz	308	942	381	
44845	sje	wfh	19195	1144	451	
35081	hnt	mcx	18606	573	85	
40860	uoo	dsy	14279	58	995	
40164	sdg	amv	17573	149	969	
49034	iti	ncp	18413	378	271	
56954	vrm	fso	7306	838	683	
52655	wmu	coe	3470	1359	1354	
53723	udb	tsm	6077	232	251	
18257	rxo	rzz	19171	737	151	
54357	dvs	mda	1810	308	655	
32973	mnp	ukc	18744	689	472	
16780	yks	iav	1133	926	1003	
48766	vqf	hyt	3831	3	1295	
48375	chl	vpb	1388	366	1299	
55915	prq	bpr	11773	1068	676	
44182	iqw	zqz	671	1439	442	
33230	knh	byb	1098	567	388	
43087	nzi	tux	7574	1392	534	
42047	tkk	ptd	17401	978	258	
28457	zly	wpw	17111	550	370	
45824	ahn	yvb	1802	1302	380	
59585	ydc	zgh	6570	1411	608	
47938	hub	pzt	665	1364	572	
27017	sal	owr	4307	992	360	
757	ioh	hkj	5997	156	953	
47935	iqb	cvq	1370	263	672	
35278	zoz	hxm	1710	775	442	
3050	xvz	oyu	4843	1228	442	
42546	sui	iun	14739	933	1207	
12336	cpw	ynf	15668	202	532	
7039	qfd	uox	5207	66	379	
47411	jwq	zyr	18224	539	1264	
30490	qms	opd	4456	114	105	
45515	zsz	ykx	9375	464	545	
4436	zoe	lrm	11771	1180	1337	
4541	jtf	kxd	11312	303	1182	
31670	rod	vbj	8350	739	1311	
22970	xsx	lfi	19644	491	950	
59564	hzi	yot	5195	880	744	
14835	fls	ddw	1871	574	576	
16270	xby	xnz	4054	508	930	
39257	osh	qzt	10342	898	301	
15242	pnw	nek	10564	1050	1079	
1457	fge	ywc	8239	77	1276	
40815	mzh	pjn	9720	1090	437	
38869	hcj	oxe	9777	267	810	
16659	wce	znx	17963	1369	525	
58311	cdh	vqq	18121	215	579	
12709	agy	jsm	9910	220	694	
1679	wox	gzx	10382	146	121	
17997	llq	qtp	12814	300	941	
34933	ngg	spg	16370	421	1392	
30207	wvj	xxe	11981	468	634	
1881	hmh	uea	17189	306	147	
55776	tmo	jai	19913	631	146	
9422	xbj	eaj	6263	1077	903	
40912	umh	ayi	12164	565	437	
57461	stc	oti	14329	313	89	
22390	kzt	xph	5598	445	1235	
57142	zzf	zxm	10080	981	630	
18602	tzi	ygt	330	1325	175	
16475	voq	npj	13095	838	87	
43676	olt	naz	380	1413	159	
41766	fhv	khh	3855	1286	759	
59426	zsf	cad	8795	202	1231	
14865	lfy	ovj	6	43	1410	
37792	guv	rsa	12248	983	705	
54948	rfi	zcb	2818	699	523	
5649	yel	pde	19643	1247	1139	
35090	neg	fyd	11784	364	442	
22962	gxg	rdw	7574	1149	381	
25581	gmh	owp	11724	857	704	
24110	qyz	qlt	3065	61	149	
18953	dpq	hgy	9015	1280	73	
3781	nba	eyc	3777	1028	113	
6029	lwc	bzj	13728	1015	172	
2327	bdg	wkk	2029	187	808	
31188	zkq	ktu	3544	685	1377	
27885	nxi	ikr	9774	794	1429	
26307	apy	eqy	3238	285	720	
25639	bqh	tot	14842	112	1240	
54339	srt	vtu	3947	1357	129	
25088	cgb	mna	4029	1136	474	
31199	bul	bgq	10499	710	629	
51966	pqc	zpf	7212	694	1357	
4984	uqy	ojt	968	1037	1136	
20823	ycc	pdh	887	791	814	
18437	scy	asl	6677	1120	209	
1118	nhm	pjv	1530	551	648	
10727	cds	uex	5700	747	96	
33643	vtl	cyv	1776	676	1430	
52137	how	xmn	8724	1320	962	
2729	cxr	cjw	3333	608	1028	
59861	clo	krn	11593	725	1388	
49466	kte	tbo	4422	589	1426	
25266	kzl	con	18257	271	1329	
46694	kkq	kzq	7799	1058	1206	
44571	sux	vmp	8161	398	1017	
35617	mns	hsj	3456	1003	924	
32761	bbn	tap	3002	794	1232	
48603	knb	cdg	2756	1294	684	
58017	onx	vfz	7531	1258	920	
25346	wwl	nmu	15759	375	1289	
12908	uie	upi	4571	1149	722	
53231	qjk	jdz	11334	625	293	
34792	qrw	byq	16718	898	1117	
21511	hin	bri	7055	998	959	
58280	suq	fah	5339	1212	533	
12872	mwy	lsc	12688	647	691	
19629	jkg	rrj	14994	443	760	
31088	jhu	bmn	1041	1403	712	
19505	wkm	yht	13265	64	180	
59700	rbr	cnh	3764	203	907	
29662	pkk	pks	16928	47	216	
41529	oim	fkj	5148	587	519	
4799	lgv	jux	19306	770	252	
22394	bsz	sef	5914	1333	1280	
10064	mnv	pjb	12885	407	391	
1035	gvt	ksr	1492	593	622	
20660	ebt	vtk	2816	999	318	
58521	qze	uko	11279	469	181	
59716	fwb	xnl	4701	916	462	
1355	wxa	jak	17148	324	226	
5407	dao	opw	11077	1182	272	
25833	qfq	vmj	12191	86	672	
3361	mdz	qnr	11416	1394	729	
28791	itj	jcy	2394	884	377	
8563	nvs	ofq	14199	223	1316	
36734	zep	rwq	11961	861	1289	
2941	bjz	lpv	18969	230	504	
13639	hfa	njj	9240	682	573	
35604	sdl	ybd	1386	589	660	
2340	gmo	qpi	11632	810	713	
